classificaiton,data_point_value,vocabulary_code,data_point_value_synonym,favor_more_specific
Primary CNS Histology,malignant peripheral nerve sheath tumor (9540/3),9540/3,mpnst with mesenchymal differentiation,NULL
Primary CNS Histology,malignant peripheral nerve sheath tumor (9540/3),9540/3,mpnst with perineurial differentiation,NULL
Primary CNS Histology,malignant peripheral nerve sheath tumor (9540/3),9540/3,neurofibrosarcoma,NULL
Primary CNS Histology,malignant peripheral nerve sheath tumor (9540/3),9540/3,neurogenic sarcoma,NULL
Primary CNS Histology,malignant peripheral nerve sheath tumor (9540/3),9540/3,neurosarcoma,NULL
Primary CNS Histology,plexiform neurofibroma (9550/0),9550/0,plexiform neurofibroma,NULL
Primary CNS Histology,plexiform neurofibroma (9550/0),9550/0,plexiform neuroma,NULL
Primary CNS Histology,schwannoma (9560/0),9560/0,acoustic neuroma,NULL
Primary CNS Histology,schwannoma (9560/0),9560/0,ancient schwannoma,NULL
Primary CNS Histology,schwannoma (9560/0),9560/0,cellular schwannoma,NULL
Primary CNS Histology,schwannoma (9560/0),9560/0,degenerated schwannoma,NULL
Primary CNS Histology,schwannoma (9560/0),9560/0,neurilemoma,NULL
Primary CNS Histology,schwannoma (9560/0),9560/0,neurinoma,NULL
Primary CNS Histology,schwannoma (9560/0),9560/0,plexiform schwannoma,NULL
Primary CNS Histology,schwannoma (9560/0),9560/0,psammomatous schwannoma,NULL
Primary CNS Histology,schwannoma (9560/0),9560/0,schwannoma,NULL
Primary CNS Histology,melanotic schwannoma (9560/1),9560/1,melanotic schwannoma,NULL
Primary CNS Histology,melanotic schwannoma (9560/1),9560/1,pigmented schwannoma,NULL
Primary CNS Histology,nerve sheath tumor (9563/0),9563/0,hybrid nerve sheath tumor,NULL
Primary CNS Histology,nerve sheath tumor (9563/0),9563/0,nerve sheath tumor,NULL
Primary CNS Histology,neuroma (9570/0),9570/0,neuroma,NULL
Primary CNS Histology,neuroma (9570/0),9570/0,solitary circumscribed neuroma,NULL
Primary CNS Histology,perineurioma (9571/0),9571/0,intraneural perineurioma,NULL
Primary CNS Histology,perineurioma (9571/0),9571/0,perineurioma,NULL
Primary CNS Histology,perineurioma (9571/0),9571/0,soft tissue perineurioma,NULL
Primary CNS Histology,"perineurioma, malignant (9571/3)",9571/3,malignant perineurioma,NULL
Primary CNS Histology,"perineurioma, malignant (9571/3)",9571/3,perineurioma malignant,NULL
Primary CNS Histology,"perineurioma, malignant (9571/3)",9571/3,"perineurioma, malignant",NULL
Primary CNS Histology,alveolar soft part sarcoma (9581/3),9581/3,alveolar soft part sarcoma,NULL
Primary CNS Histology,granular cell tumor of the sellar region (9582/0),9582/0,granular cell tumor of the sellar region,NULL
Primary CNS Histology,malignant lymphoma (9590/3),9590/3,lymphoma,NULL
Primary CNS Histology,malignant lymphoma (9590/3),9590/3,malignant lymphoma,NULL
Primary CNS Histology,malignant lymphoma (9590/3),9590/3,microglioma,NULL
Primary CNS Histology,primary cutaneous follicle centre lymphoma (9597/3),9597/3,primary cutaneous follicle centre lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,activated b-cell subtype diffuse large b-cell lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,anaplastic large b-cell lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,b-cell lymphoma unclassifiable with features intermediate between diffuse large b-cell lymphoma and burkitt lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,centroblastic diffuse large b-cell malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,centroblastic malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,cleaved and noncleaved large cell malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,cleaved large cell malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,diffuse centroblastic malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,diffuse cleaved large cell malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,diffuse histiocytic malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,diffuse large b cell lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,diffuse large b-cell lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,diffuse large b-cell lymphoma activated b-cell subtype,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,diffuse large b-cell lymphoma associated with chronic inflammation,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,diffuse large b-cell lymphoma germinal centre b-cell subtype,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,diffuse large b-cell malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,diffuse large cell malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,diffuse noncleaved large cell malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,diffuse noncleaved malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,ebv positive diffuse large b-cell lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,germinal centre b-cell subtype diffuse large b-cell lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,high grade b-cell lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,high grade b-cell lymphoma with myc and bcl2 and/or bcl6 rearrangements,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,histiocytic malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,large b-cell malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,large cell malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,leg type primary cutaneous dlbcl,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma centroblastic,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma centroblastic diffuse,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma histiocytic,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma histiocytic diffuse,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma large b-cell,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma large b-cell diffuse,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma large b-cell diffuse centroblastic,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma large cell,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma large cell cleaved,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma large cell cleaved and noncleaved,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma large cell cleaved diffuse,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma large cell diffuse,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma large cell noncleaved,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma large cell noncleaved diffuse,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma noncleaved,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,malignant lymphoma noncleaved diffuse,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,noncleaved large cell malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,noncleaved malignant lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,primary cutaneous dlbcl leg type,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,primary diffuse large b-cell lymphoma of the cns,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,vitreoretinal lymphoma,NULL
Primary CNS Histology,diffuse large b-cell lymphoma (9680/3),9680/3,with features intermediate between diffuse large b-cell lymphoma and burkitt lymphoma unclassifiable b-cell lymphoma,NULL
Primary CNS Histology,marginal zone b-cell lymphoma (9699/3),9699/3,balt lymphoma,NULL
Primary CNS Histology,marginal zone b-cell lymphoma (9699/3),9699/3,bronchus associated lymphoid tissue lymphoma,NULL
Primary CNS Histology,marginal zone b-cell lymphoma (9699/3),9699/3,extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,NULL
Primary CNS Histology,marginal zone b-cell lymphoma (9699/3),9699/3,malt lymphoma,NULL
Primary CNS Histology,marginal zone b-cell lymphoma (9699/3),9699/3,marginal zone b-cell lymphoma,NULL
Primary CNS Histology,marginal zone b-cell lymphoma (9699/3),9699/3,marginal zone lymphoma,NULL
Primary CNS Histology,marginal zone b-cell lymphoma (9699/3),9699/3,monocytoid b-cell lymphoma,NULL
Primary CNS Histology,marginal zone b-cell lymphoma (9699/3),9699/3,mucosa associated lymphoid tissue lymphoma,NULL
Primary CNS Histology,marginal zone b-cell lymphoma (9699/3),9699/3,nodal marginal zone lymphoma,NULL
Primary CNS Histology,marginal zone b-cell lymphoma (9699/3),9699/3,primary choroidal lymphoma,NULL
Primary CNS Histology,marginal zone b-cell lymphoma (9699/3),9699/3,salt lymphoma,NULL
Primary CNS Histology,marginal zone b-cell lymphoma (9699/3),9699/3,skin-associated lymphoid tissue lymphoma,NULL
Primary CNS Histology,mycosis fungoides (9700/3),9700/3,granulomatous slack skin,NULL
Primary CNS Histology,mycosis fungoides (9700/3),9700/3,mycosis fungoides,NULL
Primary CNS Histology,mycosis fungoides (9700/3),9700/3,pagetoid reticulosis,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,follicular t-cell lymphoma,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,large cell peripheral t-cell lymphoma,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,lennert lymphoma,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,lymphoepithelioid lymphoma,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,mature t-cell lymphoma,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,nodal peripheral t-cell lymphoma with t follicular helper phenotype,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,peripheral t-cell lymphoma,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,peripheral t-cell lymphoma large cell,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,peripheral t-cell lymphoma pleomorphic medium and large cell,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,peripheral t-cell lymphoma pleomorphic small cell,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,pleomorphic medium and large cell peripheral t-cell lymphoma,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,pleomorphic small cell peripheral t-cell lymphoma,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,t-cell lymphoma,NULL
Primary CNS Histology,mature t-cell lymphoma (9702/3),9702/3,t-zone lymphoma,NULL
Primary CNS Histology,primary cutaneous cd4-positive small/medium t-cell lymphoproliferative disorder (9709/1),9709/1,primary cutaneous cd4-positive small/medium t-cell lymphoma,NULL
Primary CNS Histology,primary cutaneous cd4-positive small/medium t-cell lymphoproliferative disorder (9709/1),9709/1,primary cutaneous cd4-positive small/medium t-cell lymphoproliferative disorder,NULL
Primary CNS Histology,cutaneous t-cell lymphoma (9709/3),9709/3,cutaneous lymphoma,NULL
Primary CNS Histology,cutaneous t-cell lymphoma (9709/3),9709/3,cutaneous t-cell lymphoma,NULL
Primary CNS Histology,cutaneous t-cell lymphoma (9709/3),9709/3,primary cutaneous acral cd8-positive t-cell lymphoma,NULL
Primary CNS Histology,cutaneous t-cell lymphoma (9709/3),9709/3,primary cutaneous cd8-positive aggressive epidermotropic cytotoxic t-cell lymphoma,NULL
Primary CNS Histology,intravascular large b-cell lymphoma (9712/3),9712/3,angioendotheliomatosis,NULL
Primary CNS Histology,intravascular large b-cell lymphoma (9712/3),9712/3,angiotropic lymphoma,NULL
Primary CNS Histology,intravascular large b-cell lymphoma (9712/3),9712/3,intravascular b-cell lymphoma,NULL
Primary CNS Histology,intravascular large b-cell lymphoma (9712/3),9712/3,intravascular large b-cell lymphoma,NULL
Primary CNS Histology,"anaplastic large cell lymphoma, t-cell and null-cell type (9714/3)",9714/3,alk positive anaplastic large cell lymphoma,NULL
Primary CNS Histology,"anaplastic large cell lymphoma, t-cell and null-cell type (9714/3)",9714/3,anaplastic large cell lymphoma,NULL
Primary CNS Histology,"anaplastic large cell lymphoma, t-cell and null-cell type (9714/3)",9714/3,anaplastic large cell lymphoma alk positive,NULL
Primary CNS Histology,"anaplastic large cell lymphoma, t-cell and null-cell type (9714/3)",9714/3,anaplastic large cell lymphoma cd30+,NULL
Primary CNS Histology,"anaplastic large cell lymphoma, t-cell and null-cell type (9714/3)",9714/3,anaplastic large cell lymphoma t-cell and null-cell type,NULL
Primary CNS Histology,"anaplastic large cell lymphoma, t-cell and null-cell type (9714/3)",9714/3,"anaplastic large cell lymphoma, t-cell and null-cell type",NULL
Primary CNS Histology,"anaplastic large cell lymphoma, t-cell and null-cell type (9714/3)",9714/3,cd30+ anaplastic large cell lymphoma,NULL
Primary CNS Histology,"anaplastic large cell lymphoma, t-cell and null-cell type (9714/3)",9714/3,large cell (ki-1+) lymphoma,NULL
Primary CNS Histology,"anaplastic large cell lymphoma, t-cell and null-cell type (9714/3)",9714/3,t-cell and null-cell type anaplastic large cell lymphoma,NULL
Primary CNS Histology,primary cutaneous cd30+t-cell lymphoproliferative disorder (9718/1),9718/1,lymphomatoid papulosis,NULL
Primary CNS Histology,primary cutaneous cd30+t-cell lymphoproliferative disorder (9718/1),9718/1,primary cutaneous cd30+t-cell lymphoproliferative disorder,NULL
Primary CNS Histology,primary cutaneous anaplastic large cell lymphoma (9718/3),9718/3,primary cutaneous anaplastic large cell lymphoma,NULL
Primary CNS Histology,primary cutaneous anaplastic large cell lymphoma (9718/3),9718/3,primary cutaneous cd30+ large t-cell lymphoma,NULL
Primary CNS Histology,primary cutaneous gamma-delta t-cell lymphoma (9726/3),9726/3,primary cutaneous gamma-delta t-cell lymphoma,NULL
Primary CNS Histology,plasmacytoma (9731/3),9731/3,plasma cell neoplasm,NULL
Primary CNS Histology,plasmacytoma (9731/3),9731/3,plasma cell tumor,NULL
Primary CNS Histology,plasmacytoma (9731/3),9731/3,plasmacytoma,NULL
Primary CNS Histology,plasmacytoma (9731/3),9731/3,plasmacytoma of bone,NULL
Primary CNS Histology,plasmacytoma (9731/3),9731/3,solitary myeloma,NULL
Primary CNS Histology,plasmacytoma (9731/3),9731/3,solitary plasmacytoma,NULL
Primary CNS Histology,plasma cell myeloma (9732/3),9732/3,multiple myeloma,NULL
Primary CNS Histology,plasma cell myeloma (9732/3),9732/3,myeloma,NULL
Primary CNS Histology,plasma cell myeloma (9732/3),9732/3,myelomatosis,NULL
Primary CNS Histology,plasma cell myeloma (9732/3),9732/3,plasma cell myeloma,NULL
Primary CNS Histology,"langerhans cell histiocytosis, disseminated (9751/3)",9751/3,acute progressive histiocytosis x,NULL
Primary CNS Histology,"langerhans cell histiocytosis, disseminated (9751/3)",9751/3,disseminated langerhans cell histiocytosis,NULL
Primary CNS Histology,"langerhans cell histiocytosis, disseminated (9751/3)",9751/3,eosinophilic granuloma,NULL
Primary CNS Histology,"langerhans cell histiocytosis, disseminated (9751/3)",9751/3,hand-schuller-christian disease,NULL
Primary CNS Histology,"langerhans cell histiocytosis, disseminated (9751/3)",9751/3,histiocytosis x,NULL
Primary CNS Histology,"langerhans cell histiocytosis, disseminated (9751/3)",9751/3,langerhans cell granulomatosis,NULL
Primary CNS Histology,"langerhans cell histiocytosis, disseminated (9751/3)",9751/3,langerhans cell histiocytosis disseminated,NULL
Primary CNS Histology,"langerhans cell histiocytosis, disseminated (9751/3)",9751/3,"langerhans cell histiocytosis, disseminated",NULL
Primary CNS Histology,"langerhans cell histiocytosis, disseminated (9751/3)",9751/3,letterer-siwe disease,NULL
Primary CNS Histology,"langerhans cell histiocytosis, disseminated (9751/3)",9751/3,nonlipid reticuloendotheliosis,NULL
Primary CNS Histology,histiocytic sarcoma (9755/3),9755/3,histiocytic sarcoma,NULL
Primary CNS Histology,histiocytic sarcoma (9755/3),9755/3,true histiocytic lymphoma,NULL
Primary CNS Histology,angiocentric immunoproliferative lesion (9766/1),9766/1,angiocentric immunoproliferative lesion,NULL
Primary CNS Histology,angiocentric immunoproliferative lesion (9766/1),9766/1,grade 1 lymphomatoid granulomatosis,NULL
Primary CNS Histology,angiocentric immunoproliferative lesion (9766/1),9766/1,grade 2 lymphomatoid granulomatosis,NULL
Primary CNS Histology,angiocentric immunoproliferative lesion (9766/1),9766/1,lymphomatoid granulomatosis,NULL
Primary CNS Histology,angiocentric immunoproliferative lesion (9766/1),9766/1,lymphomatoid granulomatosis grade 1,NULL
Primary CNS Histology,angiocentric immunoproliferative lesion (9766/1),9766/1,lymphomatoid granulomatosis grade 2,NULL
Primary CNS Histology,myeloid sarcoma (9930/3),9930/3,chloroma,NULL
Primary CNS Histology,myeloid sarcoma (9930/3),9930/3,granulocytic sarcoma,NULL
Primary CNS Histology,myeloid sarcoma (9930/3),9930/3,myeloid sarcoma,NULL
Primary CNS Histology,lymphoproliferative disorder (9970/1),9970/1,lymphoproliferative disease,NULL
Primary CNS Histology,lymphoproliferative disorder (9970/1),9970/1,lymphoproliferative disorder,NULL
Primary CNS Histology,colloid cyst,colloid cyst,colloid cyst,NULL
Primary CNS Histology,epidermoid,epidermoid,epidermoid,NULL
Primary CNS Histology,gliosis,gliosis,gliosis,NULL
Primary CNS Histology,gliosis-epilepsy,gliosis-epilepsy,gliosis-epilepsy,NULL
Primary CNS Histology,no evidence of tumor,no evidence of tumor,no evidence of tumor,NULL
Primary CNS Histology,primary intraocular lymphoma,primary intraocular lymphoma,primary intraocular lymphoma,NULL
Primary CNS Histology,radiation necrosis,radiation necrosis,radiation necrosis,NULL
