"classificaiton","data_point_value","vocabulary_code","data_point_value_synonym","favor_more_specific"
"Primary Site","bladder neck (c67.5)","C67.5","internal urethral orifice",NULL
"Primary Site","ureteric orifice (c67.6)","C67.6","ureteric orifice",NULL
"Primary Site","urachus (c67.7)","C67.7","urachus",NULL
"Primary Site","overlapping lesion of bladder (c67.8)","C67.8","overlapping lesion of bladder",NULL
"Primary Site","bladder (c67.9)","C67.9","bladder",NULL
"Primary Site","bladder (c67.9)","C67.9","bladder wall",NULL
"Primary Site","bladder (c67.9)","C67.9","urinary bladder",NULL
"Primary Site","urethra (c68.0)","C68.0","cowper gland",NULL
"Primary Site","urethra (c68.0)","C68.0","prostatic utricle",NULL
"Primary Site","urethra (c68.0)","C68.0","urethra",NULL
"Primary Site","urethra (c68.0)","C68.0","urethral gland",NULL
"Primary Site","paraurethral gland (c68.1)","C68.1","paraurethral gland",NULL
"Primary Site","overlapping lesion of urinary organs (c68.8)","C68.8","overlapping lesion of urinary organs",NULL
"Primary Site","urinary system (c68.9)","C68.9","urinary system",NULL
"Primary Site","conjunctiva (c69.0)","C69.0","conjunctiva",NULL
"Primary Site","cornea (c69.1)","C69.1","cornea",NULL
"Primary Site","cornea (c69.1)","C69.1","limbus of cornea",NULL
"Primary Site","retina (c69.2)","C69.2","retina",NULL
"Primary Site","choroid (c69.3)","C69.3","choroid",NULL
"Primary Site","ciliary body (c69.4)","C69.4","ciliary body",NULL
"Primary Site","ciliary body (c69.4)","C69.4","crystalline lens",NULL
"Primary Site","ciliary body (c69.4)","C69.4","eyeball",NULL
"Primary Site","ciliary body (c69.4)","C69.4","intraocular",NULL
"Primary Site","ciliary body (c69.4)","C69.4","iris",NULL
"Primary Site","ciliary body (c69.4)","C69.4","sclera",NULL
"Primary Site","ciliary body (c69.4)","C69.4","uveal tract",NULL
"Primary Site","lacrimal gland (c69.5)","C69.5","lacrimal duct",NULL
"Primary Site","lacrimal gland (c69.5)","C69.5","lacrimal gland",NULL
"Primary Site","lacrimal gland (c69.5)","C69.5","lacrimal sac",NULL
"Primary Site","lacrimal gland (c69.5)","C69.5","nasal lacrimal duct",NULL
"Primary Site","lacrimal gland (c69.5)","C69.5","nasolacrimal duct",NULL
"Primary Site","orbit (c69.6)","C69.6","autonomic nervous system of orbit",NULL
"Primary Site","orbit (c69.6)","C69.6","connective tissue of orbit",NULL
"Primary Site","orbit (c69.6)","C69.6","extraocular muscle",NULL
"Primary Site","orbit (c69.6)","C69.6","orbit",NULL
"Primary Site","orbit (c69.6)","C69.6","peripheral nerves of orbit",NULL
"Primary Site","orbit (c69.6)","C69.6","retrobulbar tissue",NULL
"Primary Site","orbit (c69.6)","C69.6","soft tissue of orbit",NULL
"Primary Site","overlapping lesion of eye and adnexa (c69.8)","C69.8","overlapping lesion of eye and adnexa",NULL
"Primary Site","eye (c69.9)","C69.9","eye",NULL
"Primary Site","thyroid gland (c73.9)","C73.9","thyroglossal duct",NULL
"Primary Site","thyroid gland (c73.9)","C73.9","thyroid",NULL
"Primary Site","thyroid gland (c73.9)","C73.9","thyroid gland",NULL
"Primary Site","cortex of adrenal gland (c74.0)","C74.0","cortex of adrenal gland",NULL
"Primary Site","medulla of adrenal gland (c74.1)","C74.1","medulla of adrenal gland",NULL
"Primary Site","adrenal gland (c74.9)","C74.9","adrenal",NULL
"Primary Site","adrenal gland (c74.9)","C74.9","adrenal gland",NULL
"Primary Site","adrenal gland (c74.9)","C74.9","suprarenal gland",NULL
"Primary Site","parathyroid gland (c75.0)","C75.0","parathyroid gland",NULL
"Primary Site","carotid body (c75.4)","C75.4","carotid body",NULL
"Primary Site","aortic body and other paraganglia (c75.5)","C75.5","aortic body and other paraganglia",NULL
"Primary Site","aortic body and other paraganglia (c75.5)","C75.5","coccygeal body",NULL
"Primary Site","aortic body and other paraganglia (c75.5)","C75.5","coccygeal glomus",NULL
"Primary Site","aortic body and other paraganglia (c75.5)","C75.5","glomus jugulare",NULL
"Primary Site","aortic body and other paraganglia (c75.5)","C75.5","organ of zuckerkandl",NULL
"Primary Site","aortic body and other paraganglia (c75.5)","C75.5","para-aortic body",NULL
"Primary Site","aortic body and other paraganglia (c75.5)","C75.5","paraganglion",NULL
"Primary Site","overlapping lesion of endocrine glands and related structures (c75.8)","C75.8","multiple endocrine glands",NULL
"Primary Site","overlapping lesion of endocrine glands and related structures (c75.8)","C75.8","overlapping lesion of endocrine glands and related structures",NULL
"Primary Site","overlapping lesion of endocrine glands and related structures (c75.8)","C75.8","pluriglandular",NULL
"Primary Site","endocrine gland (c75.9)","C75.9","endocrine gland",NULL
"Primary Site","head, face or neck (c76.0)","C76.0","cervical region",NULL
"Primary Site","head, face or neck (c76.0)","C76.0","cheek",NULL
"Primary Site","head, face or neck (c76.0)","C76.0","face or neck head",NULL
"Primary Site","head, face or neck (c76.0)","C76.0","head face or neck",NULL
"Primary Site","head, face or neck (c76.0)","C76.0","head, face or neck",NULL
"Primary Site","head, face or neck (c76.0)","C76.0","jaw",NULL
"Primary Site","head, face or neck (c76.0)","C76.0","nose",NULL
"Primary Site","head, face or neck (c76.0)","C76.0","supraclavicular region",NULL
"Primary Site","thorax (c76.1)","C76.1","axilla",NULL
"Primary Site","thorax (c76.1)","C76.1","chest",NULL
"Primary Site","thorax (c76.1)","C76.1","chest wall",NULL
"Primary Site","thorax (c76.1)","C76.1","infraclavicular region",NULL
"Primary Site","thorax (c76.1)","C76.1","intrathoracic site",NULL
"Primary Site","thorax (c76.1)","C76.1","scapular region",NULL
"Primary Site","thorax (c76.1)","C76.1","thoracic wall",NULL
"Primary Site","thorax (c76.1)","C76.1","thorax",NULL
"Primary Site","abdomen (c76.2)","C76.2","abdomen",NULL
"Primary Site","abdomen (c76.2)","C76.2","abdominal wall",NULL
"Primary Site","abdomen (c76.2)","C76.2","intra-abdominal site",NULL
"Primary Site","pelvis (c76.3)","C76.3","buttock",NULL
"Primary Site","pelvis (c76.3)","C76.3","gluteal region",NULL
"Primary Site","pelvis (c76.3)","C76.3","groin",NULL
"Primary Site","pelvis (c76.3)","C76.3","inguinal region",NULL
"Primary Site","pelvis (c76.3)","C76.3","ischiorectal fossa",NULL
"Primary Site","pelvis (c76.3)","C76.3","pelvic wall",NULL
"Primary Site","pelvis (c76.3)","C76.3","pelvis",NULL
"Primary Site","pelvis (c76.3)","C76.3","perineum",NULL
"Primary Site","pelvis (c76.3)","C76.3","perirectal region",NULL
"Primary Site","pelvis (c76.3)","C76.3","presacral region",NULL
"Primary Site","pelvis (c76.3)","C76.3","rectovaginal septum",NULL
"Primary Site","pelvis (c76.3)","C76.3","rectovesical septum",NULL
"Primary Site","pelvis (c76.3)","C76.3","sacrococcygeal region",NULL
"Primary Site","upper limb (c76.4)","C76.4","antecubital space",NULL
"Primary Site","upper limb (c76.4)","C76.4","arm",NULL
"Primary Site","upper limb (c76.4)","C76.4","elbow",NULL
"Primary Site","upper limb (c76.4)","C76.4","finger",NULL
"Primary Site","upper limb (c76.4)","C76.4","forearm",NULL
"Primary Site","upper limb (c76.4)","C76.4","hand",NULL
"Primary Site","upper limb (c76.4)","C76.4","shoulder",NULL
"Primary Site","upper limb (c76.4)","C76.4","thumb",NULL
"Primary Site","upper limb (c76.4)","C76.4","upper limb",NULL
"Primary Site","upper limb (c76.4)","C76.4","wrist",NULL
"Primary Site","lower limb (c76.5)","C76.5","ankle",NULL
"Primary Site","lower limb (c76.5)","C76.5","calf",NULL
"Primary Site","lower limb (c76.5)","C76.5","foot",NULL
"Primary Site","lower limb (c76.5)","C76.5","heel",NULL
"Primary Site","lower limb (c76.5)","C76.5","hip",NULL
"Primary Site","lower limb (c76.5)","C76.5","knee",NULL
"Primary Site","lower limb (c76.5)","C76.5","leg",NULL
"Primary Site","lower limb (c76.5)","C76.5","lower limb",NULL
"Primary Site","lower limb (c76.5)","C76.5","popliteal space",NULL
"Primary Site","lower limb (c76.5)","C76.5","thigh",NULL
"Primary Site","lower limb (c76.5)","C76.5","toe",NULL
"Primary Site","other ill-defined sites (c76.7)","C76.7","back",NULL
"Primary Site","other ill-defined sites (c76.7)","C76.7","flank",NULL
"Primary Site","other ill-defined sites (c76.7)","C76.7","other ill-defined sites",NULL
"Primary Site","other ill-defined sites (c76.7)","C76.7","trunk",NULL
"Primary Site","overlapping lesion of ill-defined sites (c76.8)","C76.8","overlapping lesion of ill-defined sites",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","auricular lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","cervical lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","face and neck lymph nodes of head",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","facial lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","jugular lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","lymph nodes of head face and neck",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","lymph nodes of head, face and neck",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","mandibular lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","occipital lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","parotid lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","preauricular lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","prelaryngeal lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","pretracheal lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","retropharyngeal lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","scalene lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","sublingual lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","submandibular lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","submaxillary lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","submental lymph node",NULL
"Primary Site","lymph nodes of head, face and neck (c77.0)","C77.0","supraclavicular lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","bronchial lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","bronchopulmonary lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","diaphragmatic lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","esophageal lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","hilar lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","innominate lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","intercostal lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","intrathoracic lymph nodes",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","mediastinal lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","parasternal lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","pulmonary hilar lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","pulmonary lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","thoracic lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","tracheal lymph node",NULL
"Primary Site","intrathoracic lymph nodes (c77.1)","C77.1","tracheobronchial lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","abdominal lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","aortic lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","celiac lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","colic lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","common duct lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","gastric lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","hepatic lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","ileocolic lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","inferior mesenteric lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","intestinal lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","intra-abdominal lymph nodes",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","lumbar lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","mesenteric lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","midcolic lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","pancreatic lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","para-aortic lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","periaortic lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","peripancreatic lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","porta hepatis lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","portal lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","pyloric lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","retroperitoneal lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","splenic hilar lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","splenic lymph node",NULL
"Primary Site","intra-abdominal lymph nodes (c77.2)","C77.2","superior mesenteric lymph node",NULL
"Primary Site","lymph nodes of axilla or arm (c77.3)","C77.3","axillary lymph node",NULL
"Primary Site","lymph nodes of axilla or arm (c77.3)","C77.3","brachial lymph node",NULL
"Primary Site","lymph nodes of axilla or arm (c77.3)","C77.3","cubital lymph node",NULL
"Primary Site","lymph nodes of axilla or arm (c77.3)","C77.3","epitrochlear lymph node",NULL
"Primary Site","lymph nodes of axilla or arm (c77.3)","C77.3","infraclavicular lymph node",NULL
"Primary Site","lymph nodes of axilla or arm (c77.3)","C77.3","lymph node of upper limb",NULL
"Primary Site","lymph nodes of axilla or arm (c77.3)","C77.3","lymph nodes of axilla or arm",NULL
"Primary Site","lymph nodes of axilla or arm (c77.3)","C77.3","pectoral lymph node",NULL
"Primary Site","lymph nodes of axilla or arm (c77.3)","C77.3","subclavicular lymph node",NULL
"Primary Site","lymph nodes of axilla or arm (c77.3)","C77.3","subscapular lymph node",NULL
"Primary Site","lymph nodes of inguinal region or leg (c77.4)","C77.4","femoral lymph node",NULL
"Primary Site","lymph nodes of inguinal region or leg (c77.4)","C77.4","inguinal lymph node",NULL
"Primary Site","lymph nodes of inguinal region or leg (c77.4)","C77.4","lymph node of cloquet",NULL
"Primary Site","lymph nodes of inguinal region or leg (c77.4)","C77.4","lymph node of groin",NULL
"Primary Site","lymph nodes of inguinal region or leg (c77.4)","C77.4","lymph node of lower limb",NULL
"Primary Site","lymph nodes of inguinal region or leg (c77.4)","C77.4","lymph node of rosenmuller",NULL
"Primary Site","lymph nodes of inguinal region or leg (c77.4)","C77.4","lymph nodes of inguinal region or leg",NULL
"Primary Site","lymph nodes of inguinal region or leg (c77.4)","C77.4","popliteal lymph node",NULL
"Primary Site","lymph nodes of inguinal region or leg (c77.4)","C77.4","subinguinal lymph node",NULL
"Primary Site","lymph nodes of inguinal region or leg (c77.4)","C77.4","tibial lymph node",NULL
"Primary Site","pelvic lymph nodes (c77.5)","C77.5","hypogastric lymph node",NULL
"Primary Site","pelvic lymph nodes (c77.5)","C77.5","iliac lymph node",NULL
"Primary Site","pelvic lymph nodes (c77.5)","C77.5","inferior epigastric lymph node",NULL
"Primary Site","pelvic lymph nodes (c77.5)","C77.5","intrapelvic lymph node",NULL
"Primary Site","pelvic lymph nodes (c77.5)","C77.5","obturator lymph node",NULL
"Primary Site","pelvic lymph nodes (c77.5)","C77.5","paracervical lymph node",NULL
"Primary Site","pelvic lymph nodes (c77.5)","C77.5","parametrial lymph node",NULL
"Primary Site","pelvic lymph nodes (c77.5)","C77.5","pelvic lymph nodes",NULL
"Primary Site","pelvic lymph nodes (c77.5)","C77.5","presymphysial lymph node",NULL
"Primary Site","pelvic lymph nodes (c77.5)","C77.5","sacral lymph node",NULL
"Primary Site","lymph nodes of multiple regions (c77.8)","C77.8","lymph nodes of multiple regions",NULL
"Primary Site","lymph node (c77.9)","C77.9","lymph node",NULL
"Primary Site","unknown primary site (c80.9)","C80.9","unknown primary site",NULL
